column_pair,correlation_score
SV Contact Area - Rear Left_Posted Speed Limit (MPH),0.5574229691876758
SV Contact Area - Rear Left_Roadway Description,0.8668924466338259
SV Contact Area - Rear Left_SV Any Air Bags Deployed?,0.7735402781802376
SV Contact Area - Rear Left_Model Year,0.5809523809523817
SV Pre-Crash Movement_SV Contact Area - Rear,0.8541654592871631
SV Pre-Crash Movement_Weather - Fog/Smoke,0.8593451173572878
SV Pre-Crash Movement_Crash With,0.7147747029846422
SV Pre-Crash Movement_ADS Equipped?,0.7109050516758426
SV Pre-Crash Movement_SV Was Vehicle Towed?,0.7493552593451174
SV Pre-Crash Movement_SV Contact Area - Rear Right,0.8476999420457838
SV Pre-Crash Movement_SV Contact Area - Front Left,0.8416425190765962
SV Pre-Crash Movement_Weather - Cloudy,0.8376617888534724
SV Pre-Crash Movement_SV Were All Passengers Belted?,0.7725635081618856
SV Pre-Crash Movement_SV Contact Area - Left,0.8538165266106442
SV Pre-Crash Movement_SV Precrash Speed (MPH),0.42883463730319726
SV Pre-Crash Movement_Make,0.6405220708973243
SV Pre-Crash Movement_Lighting,0.7985076789336425
SV Pre-Crash Movement_Weather - Snow,0.8593451173572878
SV Pre-Crash Movement_State,0.7604957500241479
SV Pre-Crash Movement_Posted Speed Limit (MPH),0.5459335458321264
SV Pre-Crash Movement_Roadway Description,0.8193192794359123
SV Pre-Crash Movement_SV Any Air Bags Deployed?,0.7657031778228534
SV Pre-Crash Movement_Model Year,0.5497017772626296
SV Contact Area - Rear_Weather - Fog/Smoke,0.980766444508838
SV Contact Area - Rear_Crash With,0.779224620882836
SV Contact Area - Rear_ADS Equipped?,0.7156440162271804
SV Contact Area - Rear_SV Was Vehicle Towed?,0.7807857625808944
SV Contact Area - Rear_SV Contact Area - Rear Right,0.9746679706365304
SV Contact Area - Rear_SV Contact Area - Front Left,0.9009224379406935
SV Contact Area - Rear_Weather - Cloudy,0.9582138027624842
SV Contact Area - Rear_SV Were All Passengers Belted?,0.7963899352844586
SV Contact Area - Rear_SV Contact Area - Left,0.9590311986863711
SV Contact Area - Rear_SV Precrash Speed (MPH),0.48571428571428665
SV Contact Area - Rear_Make,0.7095274316623201
SV Contact Area - Rear_Lighting,0.8787030329373129
SV Contact Area - Rear_Weather - Snow,0.980766444508838
SV Contact Area - Rear_State,0.8206172124022023
SV Contact Area - Rear_Posted Speed Limit (MPH),0.5574229691876758
SV Contact Area - Rear_Roadway Description,0.8728834637303197
SV Contact Area - Rear_SV Any Air Bags Deployed?,0.7735402781802376
SV Contact Area - Rear_Model Year,0.5809523809523816
Weather - Fog/Smoke_Crash With,0.8012327344730996
Weather - Fog/Smoke_ADS Equipped?,0.7156440162271805
Weather - Fog/Smoke_SV Was Vehicle Towed?,0.7807857625808945
Weather - Fog/Smoke_SV Contact Area - Rear Right,0.9928052255384913
Weather - Fog/Smoke_SV Contact Area - Front Left,0.9009224379406935
Weather - Fog/Smoke_Weather - Cloudy,0.9678317878875689
Weather - Fog/Smoke_SV Were All Passengers Belted?,0.7993625036221385
Weather - Fog/Smoke_SV Contact Area - Left,0.9874360088863132
Weather - Fog/Smoke_SV Precrash Speed (MPH),0.48571428571428654
Weather - Fog/Smoke_Make,0.7237044817927172
Weather - Fog/Smoke_Lighting,0.8787030329373129
Weather - Fog/Smoke_Weather - Snow,0.9954324833381629
Weather - Fog/Smoke_State,0.8332512315270937
Weather - Fog/Smoke_Posted Speed Limit (MPH),0.5574229691876758
Weather - Fog/Smoke_Roadway Description,0.8731406355645707
Weather - Fog/Smoke_SV Any Air Bags Deployed?,0.7735402781802376
Weather - Fog/Smoke_Model Year,0.5809523809523818
Crash With_ADS Equipped?,0.7063375350140055
Crash With_SV Was Vehicle Towed?,0.7471083260890563
Crash With_SV Contact Area - Rear Right,0.7955906500531247
Crash With_SV Contact Area - Front Left,0.7835289288129045
Crash With_Weather - Cloudy,0.7971336810586304
Crash With_SV Were All Passengers Belted?,0.7309077079107505
Crash With_SV Contact Area - Left,0.7908854921278856
Crash With_SV Precrash Speed (MPH),0.4239242248623587
Crash With_Make,0.6158601371583114
Crash With_Lighting,0.7513788273930262
Crash With_Weather - Snow,0.8001122862938279
Crash With_State,0.6646117067516661
Crash With_Posted Speed Limit (MPH),0.5233470974596739
Crash With_Roadway Description,0.7545687240413408
Crash With_SV Any Air Bags Deployed?,0.7229848836086159
Crash With_Model Year,0.5197466917801609
ADS Equipped?_SV Was Vehicle Towed?,0.7105162754757076
ADS Equipped?_SV Contact Area - Rear Right,0.7156440162271804
ADS Equipped?_SV Contact Area - Front Left,0.7156440162271805
ADS Equipped?_Weather - Cloudy,0.7156440162271805
ADS Equipped?_SV Were All Passengers Belted?,0.7045711388003477
ADS Equipped?_SV Contact Area - Left,0.7156440162271805
ADS Equipped?_SV Precrash Speed (MPH),0.4216833285038156
ADS Equipped?_Make,0.6767253453105381
ADS Equipped?_Lighting,0.7059487588138704
ADS Equipped?_Weather - Snow,0.7145235680479087
ADS Equipped?_State,0.6993975176277407
ADS Equipped?_Posted Speed Limit (MPH),0.516957645127017
ADS Equipped?_Roadway Description,0.7025016903313049
ADS Equipped?_SV Any Air Bags Deployed?,0.7018557422969187
ADS Equipped?_Model Year,0.5013788273930269
SV Was Vehicle Towed?_SV Contact Area - Rear Right,0.7807857625808944
SV Was Vehicle Towed?_SV Contact Area - Front Left,0.7807857625808944
SV Was Vehicle Towed?_Weather - Cloudy,0.779013329469719
SV Was Vehicle Towed?_SV Were All Passengers Belted?,0.7646286100647155
SV Was Vehicle Towed?_SV Contact Area - Left,0.7807857625808944
SV Was Vehicle Towed?_SV Precrash Speed (MPH),0.4512556746836669
SV Was Vehicle Towed?_Make,0.6732662030329374
SV Was Vehicle Towed?_Lighting,0.7587535014005602
SV Was Vehicle Towed?_Weather - Snow,0.7796653144016227
SV Was Vehicle Towed?_State,0.7322551434366852
SV Was Vehicle Towed?_Posted Speed Limit (MPH),0.5172244759972962
SV Was Vehicle Towed?_Roadway Description,0.7684209890852893
SV Was Vehicle Towed?_SV Any Air Bags Deployed?,0.7347133681058631
SV Was Vehicle Towed?_Model Year,0.5294636820245345
SV Contact Area - Rear Right_SV Contact Area - Front Left,0.9009224379406935
SV Contact Area - Rear Right_Weather - Cloudy,0.9678317878875689
SV Contact Area - Rear Right_SV Were All Passengers Belted?,0.7993625036221385
SV Contact Area - Rear Right_SV Contact Area - Left,0.984616777745581
SV Contact Area - Rear Right_SV Precrash Speed (MPH),0.48571428571428665
SV Contact Area - Rear Right_Make,0.7064751762774075
SV Contact Area - Rear Right_Lighting,0.8644185260311021
SV Contact Area - Rear Right_Weather - Snow,0.9882377088766541
SV Contact Area - Rear Right_State,0.8227723848159956
SV Contact Area - Rear Right_Posted Speed Limit (MPH),0.5574229691876758
SV Contact Area - Rear Right_Roadway Description,0.8726262918960688
SV Contact Area - Rear Right_SV Any Air Bags Deployed?,0.7735402781802376
SV Contact Area - Rear Right_Model Year,0.5803064329179954
SV Contact Area - Front Left_Weather - Cloudy,0.899453057084903
SV Contact Area - Front Left_SV Were All Passengers Belted?,0.7926639621365787
SV Contact Area - Front Left_SV Contact Area - Left,0.8978762194532985
SV Contact Area - Front Left_SV Precrash Speed (MPH),0.475115908432339
SV Contact Area - Front Left_Make,0.7055418719211823
SV Contact Area - Front Left_Lighting,0.8348522167487684
SV Contact Area - Front Left_Weather - Snow,0.8985958176373998
SV Contact Area - Front Left_State,0.8100405679513186
SV Contact Area - Front Left_Posted Speed Limit (MPH),0.5574229691876758
SV Contact Area - Front Left_Roadway Description,0.8343378730802666
SV Contact Area - Front Left_SV Any Air Bags Deployed?,0.7735402781802376
SV Contact Area - Front Left_Model Year,0.5666159567275191
Weather - Cloudy_SV Were All Passengers Belted?,0.798888003477253
Weather - Cloudy_SV Contact Area - Left,0.9678317878875689
Weather - Cloudy_SV Precrash Speed (MPH),0.48571428571428654
Weather - Cloudy_Make,0.7078129527673136
Weather - Cloudy_Lighting,0.8764162561576355
Weather - Cloudy_Weather - Snow,0.9678317878875689
Weather - Cloudy_State,0.8198456968994495
Weather - Cloudy_Posted Speed Limit (MPH),0.5574229691876758
Weather - Cloudy_Roadway Description,0.8692649473582537
Weather - Cloudy_SV Any Air Bags Deployed?,0.7735402781802376
Weather - Cloudy_Model Year,0.5809523809523816
SV Were All Passengers Belted?_SV Contact Area - Left,0.7930346276441611
SV Were All Passengers Belted?_SV Precrash Speed (MPH),0.42293538104897144
SV Were All Passengers Belted?_Make,0.6662923790205737
SV Were All Passengers Belted?_Lighting,0.7630855790592099
SV Were All Passengers Belted?_Weather - Snow,0.7982420554428667
SV Were All Passengers Belted?_State,0.7293465662126921
SV Were All Passengers Belted?_Posted Speed Limit (MPH),0.5387605042016814
SV Were All Passengers Belted?_Roadway Description,0.7553281657490583
SV Were All Passengers Belted?_SV Any Air Bags Deployed?,0.7318446344054863
SV Were All Passengers Belted?_Model Year,0.5273604269293932
SV Contact Area - Left_SV Precrash Speed (MPH),0.48136409736308383
SV Contact Area - Left_Make,0.7127511349367333
SV Contact Area - Left_Lighting,0.8553511059596253
SV Contact Area - Left_Weather - Snow,0.9839889404037477
SV Contact Area - Left_State,0.8216978170578577
SV Contact Area - Left_Posted Speed Limit (MPH),0.5574229691876758
SV Contact Area - Left_Roadway Description,0.8702658649666764
SV Contact Area - Left_SV Any Air Bags Deployed?,0.7735402781802376
SV Contact Area - Left_Model Year,0.577208297111949
SV Precrash Speed (MPH)_Make,0.39793658842847446
SV Precrash Speed (MPH)_Lighting,0.43758089442673664
SV Precrash Speed (MPH)_Weather - Snow,0.48459383753501484
SV Precrash Speed (MPH)_State,0.44534434463440575
SV Precrash Speed (MPH)_Posted Speed Limit (MPH),0.3792717086834735
SV Precrash Speed (MPH)_Roadway Description,0.42526200135226533
SV Precrash Speed (MPH)_SV Any Air Bags Deployed?,0.442491306867575
SV Precrash Speed (MPH)_Model Year,0.3473389355742291
Make_Lighting,0.6517603593161402
Make_Weather - Snow,0.7225840336134455
Make_State,0.5693555008210177
Make_Posted Speed Limit (MPH),0.4853895006278375
Make_Roadway Description,0.6786450787211438
Make_SV Any Air Bags Deployed?,0.6835675649570174
Make_Model Year,0.43139065971216095
Lighting_Weather - Snow,0.878142808847677
Lighting_State,0.7506230078238195
Lighting_Posted Speed Limit (MPH),0.5518267651888346
Lighting_Roadway Description,0.817816091954023
Lighting_SV Any Air Bags Deployed?,0.7477880807495412
Lighting_Model Year,0.5485632183908049
Weather - Snow_State,0.8288551627547571
Weather - Snow_Posted Speed Limit (MPH),0.5539759007051104
Weather - Snow_Roadway Description,0.8704252390611418
Weather - Snow_SV Any Air Bags Deployed?,0.7718596059113301
Weather - Snow_Model Year,0.5770308123249307
State_Posted Speed Limit (MPH),0.5228387906886895
State_Roadway Description,0.7502064618951031
State_SV Any Air Bags Deployed?,0.7206679223413506
State_Model Year,0.4899908239157732
Posted Speed Limit (MPH)_Roadway Description,0.5511747802569311
Posted Speed Limit (MPH)_SV Any Air Bags Deployed?,0.519054863324641
Posted Speed Limit (MPH)_Model Year,0.3938375350140062
Roadway Description_SV Any Air Bags Deployed?,0.7443808557905921
Roadway Description_Model Year,0.5447732541292385
SV Any Air Bags Deployed?_Model Year,0.5149038925915199
